trade_date,ts_code,weight
2021-02-01,300628.SZ,0.019709643436018484
2021-02-01,601788.SH,0.0034046286497257825
2021-02-01,000617.SZ,0.004925549010284195
2021-02-01,000625.SZ,0.0032363839603217004
2021-02-01,600795.SH,0.0013442305212300013
2021-02-01,601899.SH,0.022905400853805085
2021-02-01,000895.SZ,0.02816378827078183
2021-02-01,300496.SZ,0.002014011433762896
2021-02-01,601919.SH,0.015270248010441585
2021-02-01,000069.SZ,0.0006162951520942245
2021-02-01,601838.SH,0.0005792294184147597
2021-02-01,000733.SZ,0.0015100290223891344
2021-02-01,002841.SZ,0.0024753046938879144
2021-02-01,600926.SH,0.02236838261843161
2021-02-01,000661.SZ,0.0030382184360677445
2021-02-01,600570.SH,0.0022806677242162517
2021-02-01,600893.SH,0.024411788045555327
2021-02-01,600547.SH,0.01225746360102862
2021-02-01,601901.SH,0.009355329348487908
2021-02-01,601689.SH,0.003952403366136111
2021-02-01,000776.SZ,0.00832311776813173
2021-02-01,002916.SZ,0.0030558452661887557
2021-02-01,600438.SH,0.013932989487371745
2021-02-01,300408.SZ,0.0032779773836585945
2021-02-01,002594.SZ,2.5168155865617376e-05
2021-02-01,002352.SZ,0.007108604031548572
2021-02-01,000768.SZ,0.018978923366532743
2021-02-01,000938.SZ,0.0021663415795777153
2021-02-01,603019.SH,0.00015719464497511594
2021-02-01,002459.SZ,0.0026071573545779856
2021-02-01,300601.SZ,0.001267694779883266
2021-02-01,601607.SH,0.007647982769916378
2021-02-01,000858.SZ,0.0018925971071287674
2021-02-01,002271.SZ,0.02533978977450438
2021-02-01,600332.SH,0.00033972081078053874
2021-02-01,600585.SH,0.008924716492702506
2021-02-01,600600.SH,0.00659257306054063
2021-02-01,600030.SH,0.011300373208181764
2021-02-01,600276.SH,0.007006865955745933
2021-02-01,000651.SZ,0.0066607722875657305
2021-02-01,601766.SH,0.0035895100608476387
2021-02-01,000800.SZ,0.012026997234620826
2021-02-01,600809.SH,0.002801297022537888
2021-02-01,002120.SZ,0.0035507209804134295
2021-02-01,601888.SH,0.0010893615295559681
2021-02-01,002236.SZ,0.020846417260330558
2021-02-01,600183.SH,0.0009589905994378383
2021-02-01,002714.SZ,0.00540929032431558
2021-02-01,600999.SH,0.0011703828826429325
2021-02-01,002938.SZ,0.010166486027864345
2021-02-01,601225.SH,0.001077720190770664
2021-02-01,002180.SZ,7.8775184197253e-05
2021-02-01,601998.SH,0.03561434263469801
2021-02-01,002475.SZ,0.01506253184002265
2021-02-01,600584.SH,0.003941208292153441
2021-02-01,600588.SH,0.0015299241043558128
2021-02-01,000001.SZ,0.0013032849192459906
2021-02-01,000963.SZ,0.00317342563550885
2021-02-01,000876.SZ,0.008573050346515091
2021-02-01,600606.SH,1.7229790136394617e-05
2021-02-01,600887.SH,0.0011102079487281705
2021-02-01,002371.SZ,0.013237415069091695
2021-02-01,300347.SZ,0.028539595009633423
2021-02-01,300454.SZ,0.014767926442202161
2021-02-01,002601.SZ,0.023569466753128532
2021-02-01,601238.SH,0.006013443819416711
2021-02-01,601216.SH,0.008201037371764574
2021-02-01,601800.SH,0.027337649188136665
2021-02-01,000786.SZ,0.012673246869593527
2021-02-01,002460.SZ,0.00018395164959552224
2021-02-01,002202.SZ,0.00156914982262549
2021-02-01,600019.SH,0.012844624459621168
2021-02-01,603486.SH,0.012131461596698995
2021-02-01,601066.SH,0.01632818000510561
2021-02-01,600406.SH,0.0048677471487940625
2021-02-01,002555.SZ,0.02025713814999721
2021-02-01,601318.SH,0.02554942799841839
2021-02-01,603993.SH,0.017339292276706324
2021-02-01,601669.SH,0.006607458133171866
2021-02-01,601600.SH,0.017493742542326003
2021-02-01,000568.SZ,0.005173553677716936
2021-02-01,603986.SH,0.008959450624187642
2021-02-01,600900.SH,0.04909040418450967
2021-02-01,600061.SH,0.004704664232116325
2021-02-01,002049.SZ,0.00342305899686232
2021-02-01,600016.SH,0.010493470383012779
2021-02-01,600754.SH,0.0006739845970222013
2021-02-01,603259.SH,0.006487473254939533
2021-02-01,603799.SH,0.016536014089703687
2021-02-01,600029.SH,0.001650466948274102
2021-02-01,600219.SH,0.012637234229381077
2021-02-01,000708.SZ,0.0020937727711926426
2021-02-01,002493.SZ,0.0013714943512908246
2021-02-01,300014.SZ,0.007226010515203239
2021-02-01,601021.SH,0.008624573339304982
2021-02-01,300015.SZ,0.000657628651114666
2021-02-01,600958.SH,0.00419360959205218
2021-02-01,601009.SH,0.0117036541024005
2021-02-01,603806.SH,0.008104115221312895
2021-02-01,300059.SZ,0.003613169285284781
2021-02-01,600732.SH,0.0029238302664775827
2021-02-01,000002.SZ,0.0009648704586611772
2021-02-01,002920.SZ,0.00019922837741620736
2021-02-01,000877.SZ,0.006602013648094935
2021-02-01,603369.SH,0.015655694962742033
2021-02-01,002821.SZ,0.011185225829635496
2021-02-01,601328.SH,0.013919678804996298
2021-02-01,601881.SH,0.006152257485743976
2021-02-01,002179.SZ,0.002437894392208812
2021-02-01,600436.SH,0.0027554604228048085
2021-02-01,601688.SH,0.0004180213429098251
2021-02-01,600031.SH,0.004541939983278131
2021-02-01,300207.SZ,0.020165588905265985
2021-02-01,601377.SH,0.004973438379158618
2021-02-01,600741.SH,0.00628203333058945
2021-02-01,600039.SH,0.005298473795623861
2021-02-01,000063.SZ,0.003004975691630778
2021-02-01,002230.SZ,0.002073060902492106
2021-03-01,002120.SZ,0.0002311473716692656
2021-03-01,600745.SH,0.010543472043723091
2021-03-01,300454.SZ,0.007122734224053529
2021-03-01,000786.SZ,0.0034904346975967613
2021-03-01,601166.SH,0.00013041024600209713
2021-03-01,002600.SZ,0.0007162070543068532
2021-03-01,601006.SH,0.00011458195146541976
2021-03-01,601186.SH,0.006633359071288116
2021-03-01,000977.SZ,0.003164122110312374
2021-03-01,002236.SZ,0.004897884332401136
2021-03-01,601898.SH,0.019056589365950824
2021-03-01,601888.SH,0.007423439030197235
2021-03-01,600674.SH,0.016882504213868357
2021-03-01,000002.SZ,0.0046466606004775335
2021-03-01,601225.SH,0.0037553828178322184
2021-03-01,000408.SZ,0.0004025271619169434
2021-03-01,600900.SH,0.003866484837927671
2021-03-01,000338.SZ,0.0007015764699698022
2021-03-01,000651.SZ,0.0037395670957686283
2021-03-01,002648.SZ,0.016228306035916004
2021-03-01,002938.SZ,0.0029093814711529486
2021-03-01,002493.SZ,0.004795452185512898
2021-03-01,601088.SH,0.008774485385357396
2021-03-01,300122.SZ,0.0009902021155499582
2021-03-01,601881.SH,0.005976165889046989
2021-03-01,601318.SH,0.0038388199839488827
2021-03-01,000876.SZ,0.0015368572626967621
2021-03-01,002008.SZ,0.009825563189037595
2021-03-01,601601.SH,0.0010361425927342702
2021-03-01,002049.SZ,0.0013037079047226545
2021-03-01,600016.SH,0.00035223770837585747
2021-03-01,600809.SH,0.003276267228954547
2021-03-01,600754.SH,0.0011417915602186912
2021-03-01,002032.SZ,0.0015014776683466601
2021-03-01,601012.SH,0.003950880285452558
2021-03-01,600426.SH,7.711151425472633e-05
2021-03-01,601800.SH,0.0005063974486288681
2021-03-01,600039.SH,0.0016897097086366244
2021-03-01,600884.SH,0.006379442013631245
2021-03-01,000568.SZ,0.003900569739871207
2021-03-01,601669.SH,0.004639857309590132
2021-03-01,603486.SH,0.003615814833899872
2021-03-01,600346.SH,0.002781628810934532
2021-03-01,600887.SH,0.005998376478535832
2021-03-01,300529.SZ,0.011888309325252063
2021-03-01,002230.SZ,0.00785626789351814
2021-03-01,603019.SH,0.0003469763072848254
2021-03-01,600115.SH,0.0015576278568156436
2021-03-01,002352.SZ,0.000672393159445838
2021-03-01,601872.SH,0.0012851319866895056
2021-03-01,000069.SZ,0.0008777097061231575
2021-03-01,000895.SZ,0.0005196190399729935
2021-03-01,601818.SH,0.0026377022980550125
2021-03-01,600089.SH,0.0007905102058171871
2021-03-01,300450.SZ,0.0011229053441560155
2021-03-01,300033.SZ,0.005220276544625015
2021-03-01,600837.SH,0.0014971459542647597
2021-03-01,600104.SH,0.007594314816548311
2021-03-01,600061.SH,0.0034976218234679785
2021-03-01,603986.SH,0.0034311647743303
2021-03-01,601169.SH,0.003789245110369159
2021-03-01,002050.SZ,0.0029014119223232733
2021-03-01,600383.SH,0.013144933783713321
2021-03-01,600845.SH,0.0016073541832064173
2021-03-01,002459.SZ,0.0002499506904187471
2021-03-01,300015.SZ,0.0024225167937262765
2021-03-01,002594.SZ,0.000347946474795162
2021-03-01,600028.SH,0.006146003164613113
2021-03-01,600219.SH,0.003275633658303368
2021-03-01,300274.SZ,0.0009688425601522805
2021-03-01,300628.SZ,0.00021999608897322638
2021-03-01,002555.SZ,0.004177578888932313
2021-03-01,002602.SZ,0.0017650019842524768
2021-03-01,300751.SZ,0.016941655503578096
2021-03-01,002410.SZ,0.0017874632774450266
2021-03-01,601988.SH,0.0027425940965465673
2021-03-01,600732.SH,0.003265902656127308
2021-03-01,000063.SZ,0.00805956784734455
2021-03-01,601808.SH,0.0029467488581134
2021-03-01,000858.SZ,0.007738728619495354
2021-03-01,600690.SH,0.002123384683745573
2021-03-01,600332.SH,0.0020840734293772374
2021-03-01,300601.SZ,0.004194646719568365
2021-03-01,300595.SZ,0.014200817831149475
2021-03-01,002756.SZ,0.015156736374225122
2021-03-01,600958.SH,0.002396120544229899
2021-03-01,002920.SZ,0.004650401174830628
2021-03-01,000166.SZ,3.986723144311476e-06
2021-03-01,603259.SH,0.0013714519929625395
2021-03-01,002001.SZ,0.016773541146565242
2021-03-01,000333.SZ,0.0015700254320128058
2021-03-01,300347.SZ,0.007580999710745184
2021-03-01,300661.SZ,0.007212641655698675
2021-03-01,600519.SH,0.01270838553489604
2021-03-01,603288.SH,0.0011166965205467204
2021-03-01,002841.SZ,0.0031022704754901636
2021-03-01,601319.SH,0.007374330867976914
2021-03-01,002736.SZ,0.007941069376158549
2021-03-01,601009.SH,0.0013412483501863389
2021-03-01,002241.SZ,0.0010764554221098133
2021-03-01,002415.SZ,0.0004400608495959538
2021-03-01,000538.SZ,0.0035900983080129263
2021-03-01,002460.SZ,0.00711625849382311
2021-03-01,601919.SH,0.004876445435157999
2021-03-01,002311.SZ,0.010095890800873275
2021-03-01,601633.SH,0.018593132581473333
2021-03-01,002916.SZ,0.0011553306368999258
2021-03-01,000800.SZ,0.005328757765939714
2021-03-01,002466.SZ,0.001802135741453349
2021-03-31,601699.SH,9.177239818508858e-05
2021-03-31,601186.SH,8.050777148942563e-05
2021-03-31,600795.SH,9.423532266951087e-05
2021-03-31,000977.SZ,9.984755984221742e-05
2021-03-31,600150.SH,0.00012543757258913406
2021-03-31,300496.SZ,0.0001970892618336862
2021-03-31,000425.SZ,0.0003900796405247833
2021-03-31,601600.SH,6.57862775961936e-06
2021-03-31,600346.SH,0.0001285744379729527
2021-03-31,300124.SZ,6.730073948759474e-05
2021-03-31,601238.SH,0.0002328996670626104
2021-03-31,603993.SH,0.00026750676409807955
2021-03-31,600690.SH,9.03175153829566e-06
2021-03-31,300760.SZ,8.04311766545293e-05
2021-03-31,600132.SH,5.70622958112852e-05
2021-03-31,601211.SH,3.796495912865377e-05
2021-03-31,601398.SH,0.00028914114142343853
2021-03-31,300059.SZ,3.8370521799349484e-05
2021-03-31,000723.SZ,2.154568240155477e-05
2021-03-31,300316.SZ,1.4699967537350639e-05
2021-03-31,600926.SH,2.5886184201074765e-05
2021-03-31,603486.SH,8.121064481294745e-05
2021-03-31,601669.SH,3.95013856023015e-05
2021-03-31,601901.SH,4.3375611961990465e-05
2021-03-31,002600.SZ,0.00023464886178713293
2021-03-31,000776.SZ,0.000271691063283603
2021-03-31,002555.SZ,0.0002502280846251671
2021-03-31,601615.SH,0.00010948324507384274
2021-03-31,600837.SH,2.372265663675371e-05
2021-03-31,601319.SH,0.0006795833372277686
2021-03-31,300274.SZ,0.00015009464160395736
2021-03-31,601966.SH,1.7927374543261605e-05
2021-03-31,603986.SH,0.0001573284526751459
2021-03-31,601988.SH,0.00047114316897014965
2021-03-31,002271.SZ,0.000407535741188695
2021-03-31,600219.SH,0.00032100501298424245
2021-03-31,600893.SH,0.0003966903667519805
2021-03-31,600009.SH,0.0008043226163834924
2021-03-31,600029.SH,0.0001789168994390788
2021-03-31,600732.SH,2.18095218582887e-05
2021-03-31,600085.SH,0.00029429020543838907
2021-03-31,600362.SH,4.6803355258805025e-05
2021-03-31,601229.SH,0.0006509620207651712
2021-03-31,000963.SZ,0.00018013808185877986
2021-03-31,002594.SZ,6.915718027503522e-05
2021-03-31,601390.SH,0.00028945548969792944
2021-03-31,601633.SH,2.6127457744136207e-05
2021-03-31,601155.SH,8.407651880765299e-05
2021-03-31,600460.SH,0.0010833475923939624
2021-03-31,601799.SH,3.832269091199304e-05
2021-03-31,002252.SZ,0.0003487596571951333
2021-03-31,603259.SH,9.747292071388816e-05
2021-03-31,002007.SZ,3.3117613456928534e-05
2021-03-31,600010.SH,0.0001572532574122606
2021-03-31,601689.SH,0.00020922734312260767
2021-03-31,002714.SZ,0.00034325672744977843
2021-03-31,600383.SH,0.0001910133910611345
2021-03-31,002414.SZ,0.00019193869453587432
2021-03-31,601989.SH,0.00016128841655907761
2021-03-31,002916.SZ,0.00020951053356856885
2021-03-31,601088.SH,1.0777911176371246e-05
2021-03-31,601360.SH,0.0002951590848892854
