trade_date,ts_code,weight
2021-03-31,000768.SZ,0.00011194830758505781
2021-03-31,600741.SH,0.0003966755135015592
2021-03-31,300498.SZ,0.0004234134503883599
2021-03-31,002493.SZ,1.6490832330799867e-05
2021-03-31,000661.SZ,3.738635129079605e-05
2021-03-31,002179.SZ,6.73701856690379e-05
2021-03-31,600900.SH,0.00018037022249809044
2021-03-31,002756.SZ,1.4318322859061572e-05
2021-03-31,300223.SZ,6.684627318238225e-05
2021-03-31,601166.SH,0.0009788923959643172
2021-03-31,600188.SH,0.0001178137604228367
2021-03-31,002475.SZ,7.071157044057743e-05
2021-03-31,300750.SZ,0.00014526603405933894
2021-03-31,002709.SZ,0.00017147238430511447
2021-03-31,000938.SZ,1.1701328710515564e-05
2021-03-31,601872.SH,0.00011243345177532853
2021-03-31,603833.SH,0.00024023749891614838
2021-03-31,002460.SZ,4.869131458636365e-05
2021-03-31,601899.SH,0.00023576690793037974
2021-03-31,000069.SZ,0.0004353174721729877
2021-03-31,002202.SZ,1.967243574198665e-05
2021-03-31,000877.SZ,0.0005068749971844449
2021-03-31,002415.SZ,2.9620659205073185e-05
2021-03-31,601288.SH,4.162243527067143e-05
2021-03-31,000895.SZ,0.00041024204177507364
2021-03-31,601998.SH,0.00013561354604667048
2021-03-31,002230.SZ,1.4103494095836296e-05
2021-03-31,601006.SH,0.0006392407779832924
2021-03-31,601766.SH,6.0351652480500706e-05
2021-03-31,601618.SH,6.436663344320104e-06
2021-03-31,600018.SH,0.000249544157332548
2021-03-31,600183.SH,0.00034747960602511836
2021-03-31,600061.SH,4.816714053370156e-05
2021-03-31,601857.SH,0.00015287952061027426
2021-03-31,601009.SH,0.0006736043333455593
2021-03-31,601138.SH,0.0002008775867956343
2021-03-31,300413.SZ,0.00022794764147189355
2021-03-31,600016.SH,6.102465094086239e-05
2021-03-31,601800.SH,5.6138580260429255e-05
2021-03-31,002601.SZ,3.9736073368277234e-05
2021-03-31,603899.SH,4.762889069900432e-05
2021-03-31,600606.SH,8.053035532177793e-05
2021-03-31,002027.SZ,1.465082275257456e-05
2021-03-31,002821.SZ,7.022298642876282e-05
2021-03-31,002032.SZ,5.499648463235324e-05
2021-03-31,600050.SH,0.0002297645008575751
2021-04-01,000063.SZ,0.004661857756108004
2021-04-30,300413.SZ,0.00044098333788452075
2021-04-30,002311.SZ,0.000523738204440628
2021-04-30,002555.SZ,0.0002654076020762266
2021-04-30,002271.SZ,0.0006471623258659453
2021-04-30,002916.SZ,0.00022605975617908988
2021-04-30,300207.SZ,0.0002215400634437048
2021-04-30,002410.SZ,0.00046787603337708196
2021-04-30,601615.SH,0.00013890192474669597
2021-04-30,603019.SH,4.803274832417826e-05
2021-04-30,300628.SZ,0.00027990341518112675
2021-04-30,002352.SZ,0.0005915877801872647
2021-04-30,603259.SH,0.00013900270381094658
2021-04-30,600028.SH,0.0005799902341234002
2021-04-30,600570.SH,0.00027437734504587725
2021-04-30,601398.SH,8.339658453721237e-05
2021-04-30,300529.SZ,9.152350355178772e-05
2021-04-30,603486.SH,0.00010495303657021979
2021-04-30,300661.SZ,5.556955749752107e-05
2021-04-30,601766.SH,0.0005679559086126466
2021-04-30,600690.SH,0.00014117970075712988
2021-04-30,601857.SH,7.939800119404905e-05
2021-04-30,601800.SH,0.0003635789639158157
2021-04-30,600884.SH,0.00011521024696652957
2021-04-30,601633.SH,0.0001149472025653769
2021-04-30,000661.SZ,0.0002921055534793528
2021-04-30,600887.SH,0.0004001159736323204
2021-04-30,002414.SZ,0.0009078487549864414
2021-04-30,601989.SH,0.0003094901397544525
2021-04-30,000877.SZ,0.0013161781800483283
2021-04-30,000166.SZ,0.0002574622369076689
2021-04-30,600031.SH,1.4787068429994138e-05
2021-04-30,601229.SH,0.0002474965097135296
2021-04-30,601939.SH,2.9365356766453105e-05
2021-04-30,601117.SH,0.0002080237319279249
2021-04-30,600089.SH,7.31949684512058e-05
2021-04-30,601865.SH,0.00021720443670629263
2021-04-30,600999.SH,0.0005027411442320645
2021-04-30,300450.SZ,8.741436106766314e-05
2021-04-30,002074.SZ,5.450703095314633e-05
2021-04-30,000157.SZ,1.8308067960198732e-05
2021-04-30,600104.SH,0.0002474103016542612
2021-04-30,002736.SZ,0.0006390428803833097
2021-04-30,002601.SZ,0.0001246086520449164
2021-04-30,600754.SH,1.7637146331516725e-05
2021-04-30,601601.SH,0.0005723502150112316
2021-04-30,601009.SH,0.000829707952696856
2021-04-30,600000.SH,0.00018446628843897303
2021-04-30,601668.SH,0.00010183631779973997
2021-04-30,002001.SZ,0.00017104245865705544
2021-04-30,000651.SZ,0.00010767373732498679
2021-04-30,601898.SH,0.00014650670735536988
2021-04-30,601901.SH,5.732706395568784e-05
2021-04-30,002841.SZ,2.934144610451734e-05
2021-04-30,601211.SH,0.0002630430980262836
2021-04-30,600132.SH,7.04078080710921e-05
2021-04-30,000002.SZ,0.00034972791342213685
2021-04-30,600016.SH,0.00013685968030328544
2021-04-30,600745.SH,0.0010971635244436193
2021-04-30,600176.SH,0.00017274841601617333
2021-04-30,600900.SH,0.0005611241692763419
2021-04-30,603659.SH,0.00027720065578758284
2021-04-30,600886.SH,0.00023324060332855236
2021-04-30,601169.SH,0.00016718567890114004
2021-04-30,002236.SZ,0.0005744939418159935
2021-04-30,601288.SH,6.83233833380682e-05
2021-04-30,001979.SZ,1.9402971720544776e-05
2021-04-30,601006.SH,0.0002360713882714359
2021-04-30,600019.SH,0.0008847094892300046
2021-04-30,601100.SH,0.00021208300875908217
2021-04-30,000425.SZ,2.0081347468636464e-05
2021-04-30,000876.SZ,0.0001887847148680133
2021-04-30,002064.SZ,0.0003041312769058359
2021-04-30,601360.SH,0.0009572369421749705
2021-04-30,601985.SH,0.00014576169665963496
2021-04-30,002938.SZ,0.00040383997796051934
2021-04-30,002460.SZ,8.608977732458891e-05
2021-04-30,002202.SZ,0.00036040972421113443
2021-04-30,000338.SZ,5.3691799078854204e-05
2021-04-30,600588.SH,0.00011938909999157523
2021-04-30,601881.SH,5.106309969475512e-05
2021-04-30,300496.SZ,0.00020116999159775742
2021-04-30,600795.SH,0.00048816974550357125
2021-04-30,000723.SZ,0.00025365331891784835
2021-04-30,600845.SH,0.00010061450394460609
2021-04-30,000725.SZ,0.00043738532822826145
2021-04-30,002812.SZ,0.00011414718994256946
2021-04-30,603185.SH,6.850332357745903e-05
2021-04-30,601966.SH,0.0004577397067333711
2021-04-30,000617.SZ,8.246091549077312e-05
2021-04-30,600196.SH,0.0002482908099300737
2021-04-30,601111.SH,3.0926710945858155e-05
2021-04-30,600030.SH,0.00040857906531494703
2021-04-30,601689.SH,7.444315371716846e-05
2021-04-30,002459.SZ,0.0001261097338927341
2021-04-30,600085.SH,0.00040127556043618626
2021-04-30,002252.SZ,5.1967388470785825e-05
2021-04-30,600009.SH,0.00019961715998539147
2021-04-30,600875.SH,0.00038177129448787667
2021-04-30,002050.SZ,0.0003952489973508609
2021-04-30,600958.SH,0.0002077885233424267
2021-04-30,300763.SZ,0.00026200238933076934
2021-05-13,000301.SZ,0.0022226513927465046
2021-05-31,600588.SH,4.2208868002012246e-05
2021-05-31,000338.SZ,0.0007546472050545142
2021-05-31,600048.SH,0.00036807436467902876
2021-05-31,601100.SH,0.0005965294082203771
2021-05-31,002460.SZ,3.552820966212196e-06
2021-05-31,601988.SH,2.6720750826676198e-05
2021-05-31,601607.SH,0.00011150954255922746
2021-05-31,300498.SZ,0.0003573707956162431
2021-05-31,601166.SH,2.084718316609534e-05
2021-05-31,600115.SH,0.0011177090073113418
2021-05-31,603882.SH,0.00021558488055928977
2021-05-31,601615.SH,0.00017450983830296434
2021-05-31,601872.SH,3.8850471622233836e-05
2021-05-31,603659.SH,0.0003114072404090215
2021-05-31,600438.SH,0.0001956440762843388
2021-05-31,603369.SH,0.00033442611663695565
2021-05-31,002241.SZ,0.0002411194341470144
2021-05-31,000425.SZ,0.00020319636511144756
2021-05-31,600585.SH,0.0002556218430427064
2021-05-31,601117.SH,0.0006610243811542377
2021-05-31,002916.SZ,3.969166953497734e-05
2021-05-31,601066.SH,2.1024985320484675e-05
2021-05-31,002709.SZ,0.00012400455984974302
2021-05-31,002493.SZ,6.403696385589653e-05
2021-05-31,002812.SZ,0.0002422386794161161
2021-05-31,601155.SH,0.00016765881135634748
2021-05-31,600176.SH,0.00014024688209599335
2021-05-31,600104.SH,0.0005998574934827813
2021-05-31,300760.SZ,7.762100204547565e-05
2021-05-31,600276.SH,8.583275021741904e-06
2021-05-31,601238.SH,0.0005991283884979864
2021-05-31,002007.SZ,8.196388681968475e-05
2021-05-31,601898.SH,0.0008958510567429941
2021-05-31,000596.SZ,8.058004134817143e-06
2021-05-31,000625.SZ,0.00017895945234400426
2021-05-31,601600.SH,0.0002591352219245994
2021-05-31,300124.SZ,0.0009414161722680676
2021-05-31,600926.SH,0.00062222788388268
2021-05-31,000063.SZ,0.001914081785014362
2021-05-31,300454.SZ,0.0002678426772542038
2021-05-31,000963.SZ,0.00022249489447034605
2021-05-31,600018.SH,0.0006575754408970434
2021-05-31,600015.SH,0.0006033254733028158
2021-05-31,000651.SZ,0.00017737603353808743
2021-05-31,002714.SZ,0.00011653059989302014
2021-05-31,601328.SH,0.0009677159167193165
2021-05-31,300496.SZ,0.0005534540513479299
2021-05-31,601865.SH,0.0001716297621883127
2021-05-31,002180.SZ,0.00027737554232167125
2021-05-31,601966.SH,0.0004852133102806198
2021-05-31,300408.SZ,0.0005302137750862526
2021-05-31,300347.SZ,9.595213366290161e-05
2021-05-31,002202.SZ,0.0007556194418953159
2021-05-31,601088.SH,0.0017564827864092333
2021-05-31,600028.SH,3.7935960700360174e-05
2021-05-31,600570.SH,0.0001429505873642817
2021-05-31,300601.SZ,0.0001950425107869758
2021-05-31,600845.SH,0.0002667906639515269
2021-05-31,000895.SZ,1.0302774362322115e-05
2021-05-31,600010.SH,8.437156878107054e-05
2021-05-31,000723.SZ,6.0834179860092186e-05
2021-05-31,601618.SH,0.00017450166680723375
2021-05-31,601012.SH,0.0003891480235195588
2021-05-31,002920.SZ,0.0002773174900561686
2021-05-31,600809.SH,0.00022193327937549876
2021-05-31,002032.SZ,0.0006946595842816717
2021-05-31,600383.SH,0.00018374179765383482
2021-05-31,600690.SH,7.914803805442672e-05
2021-05-31,601211.SH,0.000199648388663691
2021-05-31,000733.SZ,0.00010818141360325614
2021-05-31,300223.SZ,0.0006936638833265897
2021-05-31,002142.SZ,1.91805033310336e-05
2021-05-31,603806.SH,0.00035362068246711984
2021-05-31,002459.SZ,0.00024047336297204194
2021-05-31,601800.SH,0.0002966838612159352
2021-05-31,300750.SZ,0.00047705561614645216
2021-05-31,601390.SH,0.0004302567130923592
2021-05-31,002027.SZ,0.00040923799747395495
2021-05-31,002475.SZ,0.00024958852089979294
2021-05-31,603486.SH,0.00045704627510321556
2021-05-31,000977.SZ,1.6361972043796184e-05
2021-05-31,600011.SH,0.0008022727567778042
2021-05-31,601225.SH,0.0010025581256621447
2021-05-31,600760.SH,9.342316416495972e-05
2021-05-31,600875.SH,0.00011784259572396582
2021-05-31,002230.SZ,0.00022851579419373185
2021-05-31,600019.SH,0.0002523720297300488
2021-05-31,600085.SH,4.908161868307167e-05
2021-05-31,600745.SH,0.0004246440966678631
2021-05-31,601901.SH,0.00013469984345563572
2021-05-31,600188.SH,0.00034482012588963934
2021-05-31,600050.SH,0.0005726645725641968
2021-05-31,002236.SZ,0.0005689119727857781
2021-05-31,601989.SH,0.0007298363890957197
2021-05-31,601186.SH,2.5096105881235035e-05
2021-05-31,000157.SZ,0.0002922972222339441
2021-05-31,600036.SH,0.0002790244366312101
2021-05-31,603288.SH,0.00018299373299042368
2021-05-31,601601.SH,0.0004077980928542813
2021-05-31,600763.SH,3.626959729490661e-05
2021-05-31,600089.SH,0.000530549199594849
2021-05-31,601877.SH,0.00024871862311290756
2021-05-31,601878.SH,0.0004980668483881451
2021-05-31,600309.SH,0.00019555970852578466
2021-05-31,600519.SH,0.00045706145592457645
2021-05-31,600893.SH,0.0001937374743160702
2021-05-31,600233.SH,0.00018696503953242107
2021-05-31,601669.SH,0.0004394111277487096
2021-05-31,600460.SH,0.0004389564295048727
2021-05-31,000166.SZ,0.0007369331217359616
2021-05-31,000408.SZ,0.0008150310508677041
2021-05-31,000877.SZ,0.0003990801947398288
2021-05-31,600426.SH,4.7269857641777994e-05
2021-05-31,601766.SH,0.0006489985334364271
2021-05-31,300413.SZ,0.000304626305853737
2021-05-31,000776.SZ,2.4237129357832716e-05
2021-05-31,601838.SH,0.00024298286875996193
2021-05-31,002601.SZ,0.0002628897069899158
2021-05-31,002410.SZ,3.3366057824058576e-05
2021-05-31,600150.SH,0.00010044243990848639
2021-05-31,601169.SH,8.937982559112904e-05
2021-06-30,300498.SZ,0.0050399633458458855
2021-06-30,601377.SH,0.009149877974313166
2021-06-30,600900.SH,0.004292121019206196
2021-06-30,300661.SZ,0.0010201470836431175
2021-06-30,002236.SZ,0.004546750683524868
2021-06-30,000157.SZ,0.02010141582869205
2021-06-30,600085.SH,0.00639382726999147
2021-06-30,600803.SH,0.00763604194235603
2021-06-30,600875.SH,0.014793619650792391
2021-06-30,000768.SZ,0.014691321260808195
2021-06-30,601838.SH,0.000683065173376889
2021-06-30,603486.SH,0.00728514110263617
2021-06-30,600025.SH,0.0011558753867076208
2021-06-30,603986.SH,0.00010697886614444485
2021-06-30,002050.SZ,0.016059705389612693
2021-06-30,002371.SZ,0.031587547099572046
2021-06-30,601857.SH,0.01712777251196964
2021-06-30,600010.SH,0.0013027412812567831
2021-06-30,601698.SH,0.0013171288655819888
2021-06-30,601169.SH,0.005619433325946711
2021-06-30,600893.SH,0.023077014356870776
2021-06-30,002459.SZ,0.002386749945639249
2021-06-30,000596.SZ,0.00334659446833407
2021-06-30,300751.SZ,0.0061098031821124645
2021-06-30,601021.SH,0.005702767705357574
2021-06-30,600426.SH,0.009920146761475724
2021-06-30,603882.SH,0.005906602295268704
2021-06-30,601288.SH,0.021586105600457837
2021-06-30,601888.SH,0.008023375298369585
2021-06-30,002920.SZ,0.010061992513269688
2021-06-30,601328.SH,0.004741917284477992
2021-06-30,002475.SZ,0.010508373291614964
2021-06-30,600588.SH,0.0009840188730153739
2021-06-30,002304.SZ,0.0020700420943566894
2021-06-30,300408.SZ,0.000331318299026864
2021-06-30,600183.SH,0.0026192486944091277
2021-06-30,002601.SZ,0.0010874676203959312
2021-06-30,002756.SZ,0.003947725362898026
